K.P.S International School,"Gokul Path, Nala Pe, North Patel Nagar, Patna",800023,
Eklaavya Education complex,Patel Nagar Patna-23,800018,
Father CPS Public School,North patel Nager Patna-24,800023,
Radient International School ,Road No-7A house No-6 Janak kutir Indrapuri P.O.Keshari Nagar ,800024,
Bharat Public School,Indrapuri Road ,800023,School
Sacred Heart School,"Indrapuri, Road No 9A, Patna",800024,School
Progressive Kids Academy,Baba Chowk Bank Colony ,800023,School
St. Stephens's Academy ,Ajanta Colony Kesherinagar Patna-24,800024,
Subham Convent ,"Kesari Nagar, Road No. 24, Patna",800023,
FCC Secondary School,Keshri nagar ,800024,
Kautilya academy,West keshari nagar patna,800024,School
Little Stars School,"AG Colony, Main Road, Patna",800023,
Government Girls Senior Secondary School,"Shekpura, Shastri Nagar, Patna",800014,
Vikash kunj high school,Sekh pura shastri nagar patna,800023,School
Vidaya Niketan ,"Near Guljarbagh police Chowki,  Sation Road, Patna City P-7",800007,School
Progressive English Academy,"Near Gulzarbagh Police Chowki, Mirchai Gali, Station Road, Near Vidya Niketan, Patna City ",800007,
Kushwaha Balika High  School,"Station Road, Guljarbagh Hatt P-7",800007,School
Rehmat Public School,"Rehmat Market, Near Dadar Mandi, Patna City ",800007,
B.N Public School,"Dadar Mandi, Guljarbagh, Patna City",800007,
New Flower English School,"Pushp Vatika, Dadar Mandi, Guljarbagh, Patna ",800007,
St. Johns High School ,Dadar Mandir Guljarbagh P-7,800007,School
Baidhnath Prasad Gupta Memeorial Educational Trust,"Neem Ki Bhatti, Gulzarbagh, Patna",800007,
New Prakash Public School/Madarsa Ahmedia,"Professor Colony, Nawab Bahadur Road, Patna City",800008,
N.F.Azad Academy ,Mogalpura Durukhi gali Patna City,800008,School
Balkung Academy ,"Gauriustav Hall Ke begal Me, Mogalpur Lane,  P-8",800008,School
Madarsa Fiza,"Choti Bazar, Pali Colony, Mogalpura, Patna City-8",800008,Madarsa 
Saraswati Gayan Niketan School ,"Jalwa Toli, choti Bazar Mogalpura Patna City-8",800008,School
Government Primary Urdu School,"Mogalpure,  Patna-8",800007,
Sarvoday Academy,Noon KaChouraha Patna City 8,800008,
Waston Academy ,"kashmiri Kothi, Magalpura, Patna-8",800008,
Model Public School ,"Sadar Gali, Hansraj Ki Deori, Lal toli, Patna City ",800008,School
Indian Children School,Sadar gali patna city banwari tola near dr.ram lal ,800008,School
Gyan Ganga School ,"Vivakanand Gali, Mahraj Ghat, Patna City-8",800008,
Raj Marwari Uccha Vidyalaya,"Patna City Chowk, Patna City",800008,
Bharitaya Vidaya Mandir ,"Mangal Talab, Patna City -8",800008,
St. Paul International School,Mangal Talab Patna City-8,800008,School
Madarsa Islamia ,Lodhi Kalary Patna city 8,800008,Madarsa 
Iqra Wonder Kids,"Lodi Katra, KB Sahay Kamal Road, Patna City",800008,
Sir Syed Girls High School ,K.B shah Imali Road Patna City -8,800008,
Charle's Darwin English high school,"Maida Toli, Marwari Colony, Nea r Sadar Gali, PAtna _P-8",800008,School
Government Middle Urdu School,"Sadar gali, Patna City ",800008,
Infant Jesus School,"Tedhi Ghat,Khajikala patna City-8",8000008,
Patliputra Academy ,Maa Bhgwati Sita Asthan Buxi Mohalla Janki Ghat Patna City,800008,School
Government Middle School,"Khajkelan, Patna City",800008,
Arayan's Academy ,"Hamam Road, Gurhatta P-8",800008,School
Rolling Hills Academy ,dader mandir Guljarbagh Masjid KeBagal Me P-7,800007,School
Madarsa Islamiya,"Sadiopur P7,Mina Bazar Road, shershah Road, Patna",800007,Madarsa 
Adarsh English School ,"Nayi Sadak, Nawab Bahadur, Road, Near Madarsa, Sulmania, Patna",800008,School
Ekta Convent,"Kath Ka Pool,Mogal pura,Patna City",800008,
Nav Bharat English School,"Kat Ka Pul, Patna City",800008,
P.J.M Public School,"Deep Nagar, Mehndi Ganj, Patna City",800008,
Lord Jesus School,"Maheshpur, Mehndi Ganj, Patna City",800008,
Red Rose Academy,"Village Maheshpur, Mehndi ganj, Joha Ganj, Patna City",800008,
Sankalp English School,"Mehndiganj, Near Carrom Board Factory, Patna City",800008,
Parwati Niketan,"Hakim Ganj, Mehdiganj Road, Patna City",800008,
Government Middle SChool,"Maheshpur, Mehndi Ganj, Patna City",800008,
New King Christ,"Lakhiya Baba ka Math, Udhrampur, Patna City",800008,
Madhya Vidyalaya Mansa Ram ka Akhara,"Mansa Ram Ka Akhara, Udhampur, Pata City",800008,
Government Middle SChool,"Chaughra, Patna City",800008,
Little heart School ,"Hans raj Ki Deorhi, Lal Toli Patna-8 (noon ka chauraha)",800008,School
Aparna Niketan School ,"Hans raj Ki Deorhi, Lal Toli, Mugalpura, Patna-8",800008,School
Bal Shramik Vishesh Vidyalaya,"Mogal Pura, Patna City",800008,
Madarsa Gulshan-e-Ibrahim,"Dr. S.M Raza Street, Nazmi Lane, Patna City",800008,
Galaxy Childeren School ,"SM Raza Street, Kanesuiya Tola Patna City 8",800008,
Hassan Academy ,lodi Katra teen Rah Ki Massid Patna City-8,800008,
New st joseph's high school,"Sadar gali, Patna City ",800008,School
Tubaday english high school,Shah ki imli patna city (In frot hasan Academy),800008,School
Gandhi Convent English School,"Agha Hussain Choura, Lodi Katra, Naya Tola Patna City9",800008,School
Government Middle School,"Kalisthan, Mangal Talab, Patna City",800008,
St. Marry School ,Hari Mandir Gali Patna City -8,800008,
Marry Angles Public School ,Langoor gali Near Shivmander Patna City 8,800008,
Tender Heart International School,"Arora House Campus, Hajiganj, Patna City",800008,School
Arora International,"Aroran House Campus, Hajiganj,  Patna City (near Tender Heart) ",800008,School
Sarvoday Infant Academy ,Hagi Gang Patna City -8,800008,School
K.R. Anand Memorial English School,Kumar ravi Anand Smirti Bhawan Hajiganj Patna City,800008,School
The Capital Convent High School ,Hajiganj Lucky Biscuit Ke samne P-8,800009,School
Jalan High School,"Hajiganj, Near Lucky Biscuit P-8",800008,
Childeren Engineering Academy ,Hajigang Jaipur And Bikkaner Bank ke Samene hanuman Mandir,800008,School
St. Francis High School ,Kaima Shikoh Patna City C/m Masjid P-8 Haji Ganj,800008,School
Jesus And Mary Academy ,Hajigang kaimarikoh PatnaCity-8,800008,School
Gandhi Arya Kanya Uccha Vidyalaya,"Mansoor Ganj, Patna City,",800008,
Metropolitan High School,Purav Darwaza Patna City-8,800008,School
The Indian Academy,"Bansian Tola, Malsalami, Patna City",800009,
Ideal children's academy,"Simli Badi Mandir, Malsalami, Patna City",800009,School
Shishu Jagriti Niketan,"Malsalami, Patna Ciy",800008,
Vidaya Sagar Academy ,Bhitri Begampur Nai Sidhi Malgodawn Kesamne P-9,800009,School
Prince English School ,Bhitri Begampur Nai Sidhi Malgodawn Kesamne P-9,800009,School
The Son Of India Academy ,Baksi Maidan Patna City-9,800009,School
B.P School/Aryavart Bidaya Bhawan,"Bakshi Maidan ,Patna City",800008,
St. Micheal High School ,Jai Krishna Road Bakshi Maidan P-9,800009,School
George Madhya Vidyalaya,"Bakshi Maidan ,Patna City",800008,
The Sunrise Academy ,Bakshmi Maidan Begampur Patna City-9 Shershah masjid,800009,
Guru Gobind  Singh Madhya Vidyalaya,"Next to Patna Sahib Gurudwara, Patna City",800008,
S. Guru Gobind Singh Girls High School,"Next to Patna Sahib Gurudwara, Patna City",800008,
Gyanoday Convent ,Kachuri Gali Patna City-,800008,School
Narayani Kanya Vidyalaya,"Choti Pattan Devi Lane, Patna City",800008,
Sarla Devi Khaitan Vidaya Mandir ,Hiranand Shahgali Chowk Patna 8,800008,
New St.Paul High School ,Padri Ki Hawali ki samne wali gali Bijali Office Lane Patna City-8,800008,School
St. Stephen's School ,"Rai Jai Krishna Road, Gurhatta patna city -8 ",800008,School
Vidaya sagar High School ,Gurughatta Patna City Uma Shanker Lane ,800008,School
Sudarshan Centeral School ,guzari Bazar Patna City-8,800008,School
Magadh Eng School,Guzri Bazar Ashok Rajpath P-8,800008,School
Government Urdu Middle School,"Guzri Bazar, Patna City",800008,
Madarsa,"Bilwar Ganj, Paschim Darwaza, Patna City",800008,
United intanationad modern publlic school,Belurnganj pacchim Darwaza 29 patna,800007,School
Adarsh Public School,"Mathani Tal, Patna City",800008,
Anusoochit evam Pichri Jati Madhya Vidyalaya,"Nakash Devi Sthan, Patna City",800008,
Shishu Jagriti Eng School Niketan,"Naksh Devi Sthan, Nawab Ganj, Patna City malsalami",800009,
Ideal Convent School,"Mansoor Ganj, Bhaisani Tola, Patna City",800009,
Sri Ram Janki Gayan Niketan School,"Nawabganj, Patna City Bhaisani Tola, Mansoor Ganj",800009,
Mother Teressa Public School,"Malsalami, Begampur, patna city Bhaisian Tola",800009,
Prabha Tara English School,"Bari Nagla, Patna City",800008,
Mickle english school,Nurdiingany opp.nau khai .patna city Nagla,800008,School
Shine Star Eng School ,"Choti Nagla, Patna City, Kushvaha Panchayat Bhawan, Malsalami, Patna",800008,
Vidya Public central School,Chotti nagla jamuna bazar,800008,School
Shri Kanhailal Madhya Vidyalaya,"Chutkiya Bazaar, Patna City",800008,
International Public School,"Jamuna Path, Madhav Mills, Malsalami, Patna Chutkiya Bazaar, Patna City",800008,
Sarvodya public school,"Jamunapur, Naya tola, Simli Sadaran, Patna City",800008,School
National education accadmy,"Sahadara,  patna city",800008,School
Government Middle School,"Sharif Ganj, Patna City",800008,
The Duke school,Ramdhani road mor ashok raypath patna city,800008,School
New bal gyan niketan aawasiya vidyalaya,Katra bajar near shanti pustakahya rakaegany more,800009,School
Ram Narain Madhya Vidyalaya,Rakabgany narth west ganga river nandir,800009,School
Bal shramik vikash Vidyalaya ,Deedargany on side river street to acadmy of child labours,800009,NGO School
Adarsh vidyalaya,"Simli Shahdara, Ramdhani Road, Patna City  Deedarganj",800008,School
Sacred Heart School,"Hanuman Mandit, Tyagi bHawan, Deedarganj, Patna City",800008,
Neki Watson accadny,Tyagi baba bhawan near bajar samiti rakabganj check post,800009,School
Vivekananand public school,"Panchmukhi chauraha Rikabganj, Patna",800008,School
Gurukul vidyalaya,Baniya tola Rikabganj patna city,800009,School
R.V.S Public School,"Ramdhani Road, Near Pani Tanki, Patna City",800009,School
New St. Tulsi English Academy,"Simli Tathagat Nagar, Malsalami, Patna",080000,
Bal pratiyogita niketon Awasiya,Behind sinli nain road patna city,800008,School
English channel seminary,Naklabgang ashok rajpath manin rood patna city,800008,School
International Public School James D Watson,"Simli Malsalami, Near Madhav Mills, Patna",800008,
St. tulsi acadmy,"Simli Malsalami, Near Madhav Mills, Patna",800009,School
Lord Budha seminary School,"Gauridas ki mandi, Simli, Patna City",800008,School
Popular english school,Simli bherpur patna city,800009,School
Bharti shiksha kendra,Shora godam patna city,800008,School
The Mother India convent,Shora godam nurdinganj patna city,800008,School
Oxbridge Convent High School,"Rashtravadi Chouraha, Nuruddin Ganj, Malsalami, Patna City",800008,
Government Middle School,"Nurruddin Ganj, Patna City",800008,
Sharda public high school,madhav mius malsalami patna city,800009,School
St. joseph high school,Nagla main road malsalami city,800008,School
Modern english school,Nagla main road malsalami patna,800008,School
Baijnath Primary School,"Malsalami, Patna Ciy",800008,
Lakshmi kanya path sala,Nand gola devi sthan patna gbht,800008,School
Kushagra international school,Prabhu bhawan nanol gola patna city,800009,School
Bhim Rao Ambedkar English School,"Malsalami, Maruf ganj, Patna",800008,
Shine Academy ,Bahro Dhawal pur Patna City Patna 8,800008,School
Kalyani English School,Karmati Chak Patna City Patna,800008,School
Vidyatan School,"Suraj Kumar Verma, Naksha Pind Karmatichak road , Begampur, Patna City",800008,School
Sri Raghunath Hindu Uccha Vidyalaya,"Begampur, Patna City",800008,
Government Middle School,"Begampur, Patna City",800008,
Mount Management Study Point School,"Pipal Tal, bahari Begampur, Patna City",800008,
Royal Central School,Bahri Begampur KadamTal Patna City,800009,School
Saraswati Niketan Madhaya vidayala ,"Bahari Begampur, Kadam Tal Ke piche, Patna City",800008,
Ramanujam Central School,Bahribegumpur Sati chouria Patna City-9,800009,School
Mother memorial Public School ,Bahri Bagempur Sati Chauraha C/O Rameshwar Manto Patna City-9,800009,
Government Middle School,"Sati Chauraha, Begampur, Patna City",800008,
Gaurav Saurav  School,"Late Phutti Pahalwan Ka Akhada Yadav Panchyat Bhawan, Bahari Begampur, Patna City",800009,
Maa Sarswati Gyan Niketan,Bahri Begampur near Rly. Line Patna City,800009,School
Saheed Jagdeo Madhya Vidhyalaya,"Bahari Begampur, Begampur Mandal Patna City-9",800009,
Gautam Buddha Eng School,"Kushwaha Panchayat Baithaka, Mahavir Sthan , Bahri Begampur, Patna City",0,
National Childeren School ,"Karmalichak, Begampur, Patna City Patna 9",800009,School
Government Middle School,Karmalichak Patna City Patna 8,800008,
Guide Line English School ,"NaKhash Pind Karamali Chak, Patna Cirty Patna 8",800008,School
Prince Gayan Niketan Eng School,"Begampur, devisthan naksh, Patna City",800009,
Raj Dhani Public School,"Bhaisian Tola, Near Ramjanaki, Thakurwari, Patna City",800009,
Jagriti Eng School,"Dahu Chak nagla, Shah Ganj, Patna City",800009,
St. Martin Convent,"Near mAdhav Mills, Malsalami, Patna City",800008,
Smiling Daffodils School,"Shanti niketan Bari Nagla, patna city",800008,
St. Don bosco school,"Shanti niketan Bari Nagla, patna city",800008,School
New Model Eng School ,"Chut Kiya Bazar, Bhatti Ke Niche, Patna City",800008,
Maa Sharda Vidya Mandir,"Kushwaha Panchit Baithaka, Sihdara Ramdhani Road, Patna",800008,
Kushwaha Bal shiksha niketana,Katra bajar patna city (abdul rehmanpur),800009,School
Gyan niketan Convent,"Katra bajar, near Desh Ratna school, Patna City",800008,School
Desh Ratna Public School,"Katra bajar near abdul rahmanpur, Patna City",800009,School
Daffodils public school,Katra bazar patna city,800009,School
National English School,"Noor pur, Katra Bazaar, Patna City",800008,
International Public School,"NoorPur, Katra Bazar, Patna City",800008,
Infants accadmy,Nawabganj near mahavir mandir patna city,800008,School
Eklabya Public School,"Simli Nawabganj, patna City",800008,
K.C.Ch School,Nawabgany patna city,800008,School
City montessori school,"Simli main road, Gauri bas nandi behind anoop lai yadav patna city",800008,School
Magadh kids garden,Das sabzi mandi malsalami,800008,School
Dev english accadmy,Nurrudin gany patna city,800008,School
Naveen Kanya Bharat mata Prathmik Vidyalaya,Nurrudingany patna city,800008,School
Saraswati Gayan Niketan ,"Purvi Nala, Nand Gola Ghat Kinare, Madhav Mills, Malsalami, Patna City",800008,
Divine Public School ,"Near Nandgola, Patna City",800008,
Ram Pravesh Gyan Niketan English School,"Near Nand Gola, Patna City",800008,
D.M English Academy,"Charkhi Par nand Gola, Railway Track Crossing, Patna City",800008,
Win academy,Sekh pura shastri nagar patna,800023,School
M.U.S Brightway Public School,"Murli Chak, Jagdeo Path, Patna ",800014,
Bersheba Mission School,Adarash Vihar Colony RukunpuraBaily Road Patna-14,800014,
Krishna Public School,Bely Road Ruranpura Patna,800014,School
Ascent public school ,Vadenagar rukun pura bailey road patna,800014,School
Taine Tals Academy Tiny Tales,"Shivpuram Vijay nagar Line -No-1B,Patna 14",800014,
Kautilya public school,Raj kishore sing path rukan pura bali road patna,800014,School
S. Bihar Public School,Ambedkar path bailey road Patna-14,800014,
N.K.Jha Academy,Chandra Vihar Assiana Road,800023,School
West point public school,Chandra bihar colony digha patna,800013,School
Mother Teresa High school,Rajapul Patna,800001,School
Devta Balika Ucchya Vidayalya,"Behind Jal Parshad, Boring Cannal road, Patna",800001,
Mont Fort Convent,"H. NO 111, Indira Nagar, Anand Puri (behind), Patna",800001,
Government Middle School,"Rajapur, Mainpura",800001,
Government Primary School,"Nehru nagar, Mainpura, Patna",800001,
Government Middle School,"Nehru nagar, Mainpura, Patna",800001,
Springdale School,"Som Sadan, H No-27, Road No 2, Nehru Nagar, Patliputra Clolony, Patna",800013,School
Gulmohar Academy,"Road No. 9/Nehrunagar Patna/ Shifted to Road no.2, plot no. 59, nehru nager ",800013,School
Lakshya Senior Secondary School,"North SK Puri, Near Lakshya Coaching, Patna",800001,
Boon Public School,H.NO. 19 Sardar patel path Behind Krishna appartment,800001,
Mother Care Academy,"North SK Puri, Boring Road, Patna",800001,
Rose Bud school,"North  S K puri, Boaring Road , Patna",800001,School
Rosebud Academy,"West S.K Puri,Patna",800023,
INS Public school,"Boaring Road s.k puri , Patna (Near Amitash Hospital)",800001,School
Shikshayatan,"M-3/35, S.K. puri Boring Road Patna-1",800001,
