Pragatishil Bal Vidya Kendra,1,8,Pirmuhani Kadamkuan Patna,800003,English and Hindi,Recognised,Private unaided,Low Cost
Primary Mother Teressa Academy,Nur.,7,West Lohanipur near Gaury Sthan Kadamkuan Patna,800003,English,Unecognised,Private unaided,Low Cost
ST. Augustine School,Nur.,6,West Lohanipr Kadamkuan Patna,800003,English,Unecognised,Private unaided,Affordable
Adunik Shiksha Madhya Vidyalay,Nur.,8,West Lohanipur near Gaury Sthan Kadamkuan Patna,800003,English and Hindi,Recognised,Private unaided,Low Cost
Residential Sarswati Niketan,Nur.,8,Lohanipur Kadamkuan Patna,800003,English and Hindi,Unecognised,Private unaided,Low Cost
Gautam Public Central School,Nur.,10,Beaur Jail Patna,800002,English,Unecognised,Private unaided,Affordable
Progresive English Academy,Nur.,7,Near Swarn Kala Jewlers and Kunal Clinic Beaur Patna,800002,English and Hindi,Unecognised,Private unaided,Low Cost
Sun Rise Public School,Nur.,5,Ram Lakhan Mahato Flate old Jakkanpur Patna,800001,English and Hindi,Unecognised,Private unaided,Low Cost
D.J. Public School,Nur.,6,Sree Krishna Bihar Coloney near Devi Market Beur Patna,800002,English and Hindi,Unecognised,Private unaided,Affordable
Sadguru Public School,Nur.,6,Harnichak Anisabad Patna,800002,English and Hindi,Unecognised,Private unaided,Low Cost
Astha Public School,Nur.,6,Harnichak Anisabad Patna,800002,English,Unecognised,Private unaided,Low Cost
South Indian Public School,Nur.,6,Harnichak Anisabad Patna,800002,English,Unecognised,Private unaided,Affordable
Himalaya Public High School,Nur.,8,Balmi Chak Anisabad Patna,800002,English,Unecognised,Private unaided,Low Cost
S.A.V. Public School,Nur.,10,Mitra Mandal Coloney Anishabad Patna,800002,English and Hindi,Unecognised,Private unaided,Low Cost
New B.D. Public School,Nur.,7,Sree Krishna Bihar Coloney near Devi Market Beur Patna,800002,English,Unecognised,Private unaided,Higher Cost
Patna Convent,1,7,Ram Krishna Nagar Main Road in near Maurya High School,800027,English,Unecognised,Private unaided,Higher Cost
Adarash Gyan Niketan,Nur.,10,Ram Krishna Nagar Mother Teressa Path Patna,800027,English and Hindi,Unecognised,Private unaided,Low Cost
New Progressive Academy,Nur.,6,Ram Krishna Nagar New Bypass Jaganpura Patna,800027,English and Hindi,Unecognised,Private unaided,Low Cost
B.D.M. Public School,Nur.,7,"A3/23, Purnendu Nagar Anishabad Patna",800002,English and Hindi,Unecognised,Private unaided,Affordable
Magadh Public School,Nur.,5,Agricultor Research Institute near Mithapur Patna,800027,English,Unecognised,Private unaided,Low Cost
Pragati Mission School,Nur.,8,Agricultor Research Institute near Mithapur Patna,800020,English,Unecognised,Private unaided,Low Cost
Achievement Central School,Nur.,7,Jaganpura near P.C.S. School Patna,800027,English,Unecognised,Private unaided,Low Cost
Patna Shishu High School,Nur.,8,"Jaganpura Road No.- 20,near Bypass Road Patna",800020,English,Unecognised,Private unaided,Low Cost
Saint Johan's Academy,Nur.,10,"Ashok Nagar Road No.- 8(A) K.Bagh, Patna",800020,English,Unecognised,Private unaided,Higher Cost
Shishu Vikash Vidayalaya,Nur.,7,Indira Nagar Postal Park Road No.- 4 Patna,800027,English,Unecognised,Private unaided,Low Cost
Awasiya Gyandeep Public School,Nur.,8,R.M.S.Coloney Kankarbagh Patna,800027,English,Unecognised,Private unaided,Low Cost
Parlance Public School,Nur.,5,Bagh Kalu Khan Sadar Gali Patna City,800008,English,Unecognised,Private unaided,Low Cost
New ST. Joseph High School,Nur.,10,Shah ki Imli Sadar Gali Patna City,800008,English and Hindi,Unecognised,Private unaided,Low Cost
Iqra Wonder Kids,Nur.,3,Lodi Katra K.B. Shah Kamal Road Patna City,800008,English and Hindi,Unecognised,Private unaided,Low Cost
Madarsa Makadumin,Nur.,8,Makhdum ki Masjid Lodi Katra Patna City,800008,English and Hindi,Unecognised,Private unaided,Low Cost
Kids N Kids(Kislay International),Nur.,7,Jitu Lal Lane Chowk Sikarpur Patna City,800009,English,Unecognised,Private unaided,Higher Cost
Red Rose Academy,Nur.,10,"Vill.- Maheshpur, P.S.- Mehandiganj P.O.- Jhoagunj, Patna",800008,English,Unecognised,Private unaided,Low Cost
Sankalp English School,Nur.,8,Maheshpur Gulzarbagh near Carrom Board Factory Patna City,800008,English and Hindi,Unecognised,Private unaided,Low Cost
Parwati Niketan,Nur.,8,Hakimgunj Mehandigunj Road Patna City,800008,English and Hindi,Unecognised,Private unaided,Low Cost
Sri Krishna Memorial Academy,Nur.,5,Lal Babu Ka Kuncha Patna City,800008,English and Hindi,Unecognised,Private unaided,Low Cost
S.Kids Cottage High School,Nur.,7,"12, L.I.C. Coloney P.O.- Chitragupt Nagar, K.Bagh Patna",800020,English,Unecognised,Private aided,Affordable
Children Engineering Academy,Nur.,8,Hajiganj State Bank of Bikaner ke bagal main main,800008,English,Unecognised,Private unaided,Higher Cost
Oxford Academy (high school),Nur.,10,"K-115, P.C.Coloney Hanuman Nagar K.Bagh Patna",800020,English and Hindi,Recognised,Private unaided,Low Cost
R.V.S. Public School,Nur.,10,Ramdhani Road Patna City,800008,English,Unecognised,Private unaided,Affordable
ST. Micheal Public School,Nur.,5,"Vill.- Chamanchak New bypass P.O.- Manoharpur,P.S.- Ram krishna Nagar Patna",800026,English,Unecognised,Private unaided,Low Cost
Delhi Model High School,Nur.,10,Malahi Pakdi Chowk K.Bagh Patna,800020,English,Recognised,Private unaided,Higher Cost
Gyan Niketan Convent,Nur.,7,Katra Bazar Patna City,800008,English,Unecognised,Private unaided,Low Cost
St. Glaxy School,Nur.,3,Jaggi ka Chauraha Mogalpura MB Road Patna,800007,English and Hindi,Unecognised,Private unaided,Low Cost
Adarsh Vidyalay,Nur.,5,"Simli shahdara, Ramdhani Road Patna City",800008,Hindi,Unecognised,Private unaided,Low Cost
Rajendra Public High School,Nur.,12,"Mahatama Gandhi Nagar Near PNB Bank ATM, Patna",800020,English,Unecognised,Private unaided,Higher Cost
Saraswati Vidya Mandir,Nur.,10,Saudagar Path Kali Mandir Road Hanuman Nagar Patna,800020,English,Unecognised,Private unaided,Affordable
May Flower Academy,Nur.,10,Rajendra Nagar K.Bagh Doctor Coloney near ply overbridze Patna,800020,English and Hindi,Unecognised,Private unaided,Affordable
Gyan Darshan Public School,Nur.,7,Subhash Nagar Khemnichak Patna,800027,English,Unecognised,Private unaided,Low Cost
New ST. Tulsi Academy,Nur.,6,Simli Tathagat Nagar Malsalami Patna City,800008,English and Hindi,Unecognised,Private unaided,Low Cost
Guru Convent,Nur.,7,Subhash Nagar Khemnichak Patna,800027,English,Unecognised,Private unaided,Low Cost
Lord Buddha Seminary School,Nur.,8,Gaurai Das Ki Mandi Simli Patna City,800008,English,Unecognised,Private unaided,Low Cost
ST. Francis High School,Nur.,8,Ganpati Palace Kema Sikhoa Patna City,800009,English and Hindi,Unecognised,Private unaided,Low Cost
Stepping Stone Convent,Nur.,7,Ali Nagar Anisabad near Raja High School Patna,800002,English,Unecognised,Private unaided,Low Cost
Maurya Public High School,Nur.,8,Divya Coloney R.K.Nagar Patna,800027,English and Hindi,Unecognised,Private unaided,Low Cost
Holy Trinity School,Nur.,5,"Sector- 2, Phulwarishariff, H.No.- 88 Anisabad Patna",800002,English,Unecognised,Private unaided,Low Cost
Denovely PublicSchool,Nur.,7,Police coloney Paharpur Anisabad Patna,800002,English and Hindi,Unecognised,Private unaided,Low Cost
Daffodil Public School,Nur.,5,Ram Krishna Nagar Mother Teressa Path Patna,800027,English,Unecognised,Private unaided,Low Cost
The B.D.M. Public School,Nur.,10,"Balami Chak H.No.- 256, Anisabad Patna",800002,English and Hindi,Unecognised,Private unaided,Higher Cost
Guide Line Public School,Nur.,8,Kachi Talab Gardanibagh Patna,800002,English,Unecognised,Private unaided,Low Cost
Oxford Academy,Nur.,6,Mitr Mandal Coloney Saket Vihar Anisabad Patna,800002,English,Unecognised,Private unaided,Low Cost
Kids Cheri Garden,Nur.,6,Ali Nagar Anisabad near Raja High School Patna,800002,English,Unecognised,Private unaided,Low Cost
Park Mount Secondary Senior School,Nur.,12,Saket Vikar Anisabad Patna,800002,English,Unecognised,Private unaided,Higher Cost
Gyan Sagar  ,Nur.,8,R.K. Nagar Shekhpura Road Patna,800020,English and Hindi,Unecognised,Private unaided,Low Cost
Rajiv Gandhi International School,Nur.,10,Ram Krishna Nagar Patna,800020,English,Unecognised,Private unaided,Affordable
Elite Public School,1,7,Ramkrishna Nagar Patna,800020,English,Unecognised,Private unaided,Affordable
S.V.D. Residential High School,Nur.,9,West Ashok Nagar Main Road K.Bagh Patna,800020,English and Hindi,Unecognised,Private unaided,Affordable
Holy Mission Public School,Nur.,7,"Ashok Nagar Ram Lakhan Path near Dr. D.N.Sinha, Patna",800020,English,Unecognised,Private unaided,Low Cost
R.K.Mission School(Ram Krishna Mission),Nur.,7,"Ashok Nagar Road No.- 11, K.Bagh Patna",800020,English,Unecognised,Private unaided,Low Cost
Mother Teresa  ,Nur.,5,"New Jaganpura near Tridev Mandir P.O.- Delwa, P.S.- R.K.Nagar Patna",800027,English and Hindi,Unecognised,Private unaided,Low Cost
Shishu Gyan Mandir,Nur.,6,"New Jaganpura P.O.- Khemichak, P.S.- Ramkrishan Nagar Patna",800027,English and Hindi,Unecognised,Private unaided,Low Cost
Daffodil Public School,Nur.,7,"New Azimabad Colony, Patna",800006,English,Unecognised,Private unaided,Low Cost
Radiant School,Nur.,6,"New Azimabad Colony, Patna",800006,English,Unecognised,Private unaided,Low Cost
Al-Basir Mission School,Nur.,10,Mohammad Coloney Terahie Ki Masjid Dargah Road Patna,800006,English,Unecognised,Private unaided,Low Cost
KartarCadate Academy,Nur.,5,Gulbi Ghat Mahendru Patna,800006,English and Hindi,Unecognised,Private unaided,Low Cost
Bal Vidya Mandir,Nur.,5,"Mushallapur Hat, Patna",800006,English,Unecognised,Private unaided,Low Cost
Milant Urdu Girls High School,6,10,Bahwari Chok Dargah Road New Azimabad Coloney Sultanganj Patna,800006,Hindi,Recognised,Private unaided,Low Cost
Milat Public School,Nur.,5,Bahwari Chok Dargah Road New Azimabad Coloney Sultanganj Patna,800006,English and Hindi,Unecognised,Private unaided,Low Cost
Sristi Central School,Nur.,6,"Devendra Lane Ashok Nagar Road No.- 08, Patna",800020,English and Hindi,Unecognised,Private unaided,Low Cost
Holy Mission Public School,1,7,"Ram Lakhan Path Ashok Nagar Main Road-08, Patna",800020,English and Hindi,Unecognised,Private unaided,Low Cost
M.D.National High School,Nur.,5,Ram Lakhan Path Bhojpur,800020,English and Hindi,Unecognised,Private unaided,Low Cost
Kishu Pre Partory English School,Nur.,6,"Sanjay Nagar Road No.- 02, Patna",800001,English and Hindi,Unecognised,Private unaided,Low Cost
V.A. Public School,1,8,Sanjay Nagar main road Patna,800001,English,Unecognised,Private unaided,Affordable
Patna Residencial High School,Nur.,6,"Indira Nagar Road No.- 03, Patna",800001,English and Hindi,Unecognised,Private unaided,Low Cost
S.M. Mission School,Nur.,8,"Souh West of Indira Nagar Road No.- 01,",800001,English and Hindi,Unecognised,Private unaided,Low Cost
ST. Paul's High School,1,10,Fairfield Coloney Digha Ghat Patna,800011,English,NOC from a board ,Private aided,Higher Cost
St. Stephen's School,Nur.,7,"Salimpur AhraGali No.- 1, Patna",800003,English,Unecognised,Private unaided,Low Cost
Apolo Central School,Nur.,7,Kashinath Lane East Lohanipur Patna,800003,English,Unecognised,Private unaided,Low Cost
Model Sarswati English Academy,Nur.,7,Vishnupuri Anishabad Patna,800002,English,Unecognised,Private unaided,Low Cost
Spring dole Public High School,Nur.,10,"Raghunath Tola Anishabad, Road No-39,  Patna",800002,English and Hindi,Unecognised,Private unaided,Low Cost
Swami Vivekanand Montessori School,1,5,Shivpuri Anishabad Patna,800002,English and Hindi,Unecognised,Private unaided,Low Cost
Banshi Nilay (Sarswati Vidya Mandir),Nur.,8,"Bhikha Chak Chitkhoraha , Ansihabad, Patna",800002,English and Hindi,Unecognised,Private unaided,Low Cost
Rising Sun Academy,Nur.,8,Raghunath Tola Anishabad Patna,800002,English,Unecognised,Private unaided,Low Cost
Bal Vikash Vidayala,Nur.,6,Raghunath Tola Anishabad Patna,800002,English and Hindi,Unecognised,Private unaided,Low Cost
ST. Anthoni High School,Nur.,10,"Janki Path Gardanibagh Road No. 21,  Patna",800002,English and Hindi,Unecognised,Private unaided,Low Cost
Holly Mission Public School,Nur.,7,"Raghunath Tola Road No.- 39, Anisabad Patna",800002,English and Hindi,Unecognised,Private unaided,Low Cost
Gyan Pragati Awashia Vidayalaya,Nur.,5,Raghunath tola Anisabad Patna,800002,English,Unecognised,Private unaided,Low Cost
St. Pauls Academey,4,7,Buddha Colony Patna,800001,English,Recognised,Private unaided,Higher Cost
St. Pauls Academey,Nur.,3,Buddha Colony Patna,800001,English,Recognised,Private unaided,Affordable
K.P.S.M.H. School,1,10,New Yarpur Gardani Bagh Patna,800001,English and Hindi,Unecognised,Private unaided,Affordable
Blue Pearl Public School,1,7,Yarpur Road No.-1,800001,English,Unecognised,Private unaided,Low Cost
Kiddy Garden,Nur.,6,Yarpur Road No.-1,800001,English,Unecognised,Private unaided,Affordable
Hill Grover Academy,Nur.,5,Yarpur Khagaul Road Patna,800001,English,Unecognised,Private unaided,Low Cost
Nutan Chetan School,1,8,Yarpur Road No.-1,800001,English,Unecognised,Private unaided,Affordable
St. Martins High School,Nur.,8,"22, Kidwaipuri Patna",800001,English,Unecognised,Private unaided,Affordable
Progressive High School,Nur.,8,"34, Adarsh Colony, Kidwai Puri,  Patna",800001,English,Unecognised,Private unaided,Low Cost
ST. Marry School,Nur.,7,Harmandir Gali Patna City,800008,English,Unecognised,Private unaided,Affordable
Sarla Devi Khaitan Vidya Mandir,1,8,Hiranand Shah Gali Chowk Patna City,800008,English and Hindi,Unecognised,Private aided,Low Cost
Gyatri Shishu Mandir,1,7,Junglee Prasad Lane Nala Par Patna City,800009,English,Unecognised,Private unaided,Low Cost
Sarvoday Public School,Nur.,5,Jamunapur Naya Tola Simli Sadaran Patna City,800008,English and Hindi,Unecognised,Private unaided,Low Cost
C.P.Academey,Nur.,8,Morcha Road Patna City,800008,English and Hindi,Unecognised,Private unaided,Low Cost
National Public School,Nur.,10,Bahadurpur Housing Coloney Bhoothnath RoadPatna,800026,English,Unecognised,Private unaided,Affordable
Model English School,Nur.,8,"Sector-6 Block no.- 1, Bhoothnath Road Bahadarpur Coloney",800026,English,Unecognised,Private unaided,Low Cost
South Point High School,1,9,Bahadurpur housing coloney near Amarnath Mandir,800026,English,Unecognised,Private unaided,Low Cost
ST. Marry English School,Nur.,7,Police Choki Gurhatta Patna City,800008,English and Hindi,Unecognised,Private unaided,Low Cost
Holy Heart Academey,Nur.,5,"Diwan Mohalla, Hamam, Patna City",800008,English,Unecognised,Private unaided,Low Cost
Gyanodya Convent,Nur.,8,"Kouchery Road,Patna City",800008,English,Unecognised,Private unaided,Low Cost
Patna Public School,1,7,Junglee Prasad Lane Patna City,800009,English,Unecognised,Private unaided,Low Cost
Arbind Bal Niketan,1,6,"Salimpur AhraGali No.- 1, Patna",800003,English,Unecognised,Private unaided,Low Cost
GuruGovind Singh Middle School,Nur.,5,Bakarganj Goal Road Patna,800004,English and Hindi,Unecognised,Private unaided,Low Cost
Rose Berry Convent,Nur.,5,D.N.Lane Daldali Road Patna,800004,English,Unecognised,Private unaided,Low Cost
ST. Mary's Primary School,Nur.,6,New Lalji Tola Patna,800003,Hindi,Unecognised,Private unaided,Low Cost
East and West,Nur.,8,Old Arbind Mahila Collage Campus Patna,800003,English,Unecognised,Private unaided,Affordable
Little Garden Play School,Nur.,5,Pustakalya Lane east Lohanipur Patna,800003,English and Hindi,Unecognised,Private unaided,Low Cost
Modern Scientific Academy School,Nur.,6,Kashinath Lane East Lohanipur Patna,8000003,English,Unecognised,Private unaided,Low Cost
Honey Dew ,Nur.,4,"Park Road, Kadamkuan",800003,English,Unecognised,Private unaided,Affordable
Usha Martin School,Nur.,5,"250, West Lane of Om Vihar Complex Kadam Kuan Patna",800003,English and Hindi,Unecognised,Private unaided,Higher Cost
Win Academy,Nur.,10,"New Punai Chak, Ashiyana Bhawan, Patna ",800023,English,Unecognised,Private unaided,Affordable
National Public School,Nur.,6,Mohanpur Punaichak Dashawn Patna,800001,English,Unecognised,Private unaided,Low Cost
New South Point Public School,Nur.,7,South of Basawan Park S.K.Puri Patna,800023,English,Unecognised,Private unaided,Low Cost
Shivam Public School,Nur.,7,"New Punai Chak, Boring Canal Road,  Patna ",800023,English,Unecognised,Private unaided,Low Cost
Sagar High School,1,9,New Punaichak near Devi Mandir Road Patna,800023,English and Hindi,Unecognised,Private unaided,Low Cost
Vidya Niketan Girl's High School,1,12,Anugrah Narayan Road near CongressMaidan Road Kadam Kuan Patna,8000003,English,Recognised,Private unaided,Higher Cost
Sifton School,Nur.,8,Bhavar Pokhar nearSubzibagh Devisthan Patna,8000003,English,Unecognised,Private unaided,Affordable
National Convent High School,Nur.,12,Near Patna  College Annie Basant Road Patna,800004,English,Recognised,Private unaided,Affordable
Kids Future Foundation Primary School,Nur.,3,"Rajendra Nagar Road No.- 2B, Patna",800016,English,Unecognised,Private unaided,Affordable
Kid Care School (Boarding),Nur.,6,"Rajendra Nagar Road No.- 2, Patna",800016,English,Unecognised,Private unaided,Low Cost
Rose Public School,Nur.,10,Rajendra Nagar near Telephone Exchange Road No.- 12,800012,English,NOC from a board ,Private unaided,Higher Cost
Rajendra Public School,Nur.,4,"Rajendra Nagar Road No.- 6B, Patna",800016,English,Unecognised,Private unaided,Low Cost
Kishore Dal Shishu Bhawan ,Nur.,9,"Rajendra Nagar Road No.- 2B, Patna",800016,English,Unecognised,Private unaided,Affordable
California Public School,Nur.,7,East Patel Nagar Patna,800023,English,Unecognised,Private unaided,Low Cost
New ST. Joseph High School,Nur.,8,"C/51, Basawan Path South S.K.Puri Patna",800023,English and Hindi,Unecognised,Private unaided,Higher Cost
J.S. Montessory High School,Nur.,8,"Proffesor Coloney, Shivpuri Patna",800023,English,Unecognised,Private unaided,Low Cost
Adarsh Vikash Vidyalay,1,12,"D-64, Basawan Park Road S.K.Puri",800023,English,Recognised,Private unaided,Higher Cost
Mother Teressa Convent,Nur.,5,Hanuman nagar Patna,800023,English,Unecognised,Private unaided,Low Cost
Kurjee Montessory High School,Nur.,10,Kurji Pool,800010,English,Unecognised,Private unaided,Low Cost
I.Haque's High School,Nur.,10,Kurji Pool,800010,English and Hindi,Unecognised,Private unaided,Low Cost
ST. Mark's Secondary School,Nur.,6,Fairfield Coloney Digha Ghat Patna,800011,English,Unecognised,Private unaided,Affordable
Dev Public School,Nur.,12,"Sri D.K.Deo, Dr. B.Bhattacharya Road Patel Nagar",800023,English,Unecognised,Private unaided,Higher Cost
ST. Mary's School,Nur.,5,"Bhikhna Pahari Mor, Saidpur Road ,Patna",800004,English,Unecognised,Private unaided,Low Cost
Real Concept Academy,1,7,"Garutia Tola Sultanganj, P.O.- Mahendru Patna",800006,English,Unecognised,Private unaided,Low Cost
Madarshatul - Islam,Nur.,5,"Dargha Hajrate Diwan Shah Arzani near Kuhmarar House, Dargha Road, Patna",800006,English and Hindi,Unecognised,Private aided,
Gyandeep Academey,Nur.,5,Veena Bhawan Vachaspat Nagar Sandalpur Patna,800006,English and Hindi,Unecognised,Private unaided,Low Cost
Sri Hari Vidya Niketan,Nur.,10,Mahatama Gandhi Nagar Opp.- Sindhu Public School,800026,English,Unecognised,Private unaided,Higher Cost
Sindhu Public School,Nur.,10,"2M/74, Mahatama Gandhi Nagar Patna",800026,English,Unecognised,Private unaided,Higher Cost
ST. J.B.Convent,Nur.,4,Pancvati Nagar Bazar Samiti near Sarvoday Computer,800016,English,Unecognised,Private unaided,Affordable
Galaxy Convent High School,Nur.,10,"2L/73, Mahatama Gandhi Nagar K.Bagh Patna",800026,English,Unecognised,Private unaided,Low Cost
Jeevan Deep Academy,Nur.,7,"Circle No.- 50, Holding No.- 296, Mahatama Gandhi Nagar Patna",800026,English and Hindi,Unecognised,Private unaided,Low Cost
Bright Career High School,Nur.,10,Mahatama Gandhi Nagar Khanti Factory Road Patna,800026,English,Unecognised,Private unaided,Affordable
ST. Marry High School,Nur.,10,Bahadarpur Housing Coloney near T.V. Tower Patna,800026,English,Unecognised,Private unaided,Affordable
Xaviour's International School,Nur.,10,Bahadarpur Housing Coloney near T.V. Tower Patna,800026,English,Unecognised,Private unaided,Affordable
Wonder Land High School,Nur.,10,Kanti Factory Mahatama Gandhi Nagar Patna,800026,English,Unecognised,Private unaided,Low Cost
Keshav Saraswati Vidya Niketan,Nur.,8,Bhagwat Nagar Naya Tola Kumharar,800026,English,Unecognised,Private unaided,Higher Cost
Vidya Bharti High School,Nur.,10,"Priydarshi Nagar, Bhagwat Nagar Patna",800026,English and Hindi,Unecognised,Private unaided,Low Cost
Tapovan Residential School,1,8,Chanakya Nagar Kumrahar Patna,800026,English,Unecognised,Private unaided,Affordable
I.G. Public High School,Nur.,8,Progressive Coloney Bhoothnath Road K.Bagh Patna,800026,English,Unecognised,Private unaided,Low Cost
Veena Vidya Niketan,Nur.,10,"North Rajeev Nagar Road No.- 23, Patna",800024,English,Unecognised,Private unaided,Higher Cost
Budha International Public School,Nur.,8,"Rajeev Nagar Road No.- 03, Patna",800024,English,Unecognised,Private unaided,Affordable
Patliputra Academy,Nur.,10,Quila Road Patna City,800008,English,Unecognised,Private unaided,Low Cost
The Mother India Convent,Nur.,5,Nurdiganj Shora Godam Patna City,800008,English and Hindi,Unecognised,Private unaided,Low Cost
K.R. Anand Memorial English School,Nur.,8,Kumar Rani Anand Smriti Bhawan Patna City,800008,English,Unecognised,Private unaided,Affordable
ST. Don Bosco School,Nur.,7,Moh. Badi Nagla P.S.- Malsalami Patna,800008,English and Hindi,Unecognised,Private unaided,Low Cost
Metropolitan High School,Nur.,10,Purab Darwaza Marufganj Patna,800009,English,Unecognised,Private unaided,Affordable
Deshratna Public School,Nur.,5,Katra Bazar Patna City,800008,English and Hindi,Unecognised,Private unaided,Low Cost
International Public School,Nur.,5,Noorpur Katra Bazar Patna City,800008,English and Hindi,Unecognised,Private unaided,Low Cost
Kushwaha Bal Shiksha Niketan,Nur.,6,Katra Bazar Patna City,800008,English and Hindi,Unecognised,Private unaided,Low Cost
Xaviour's Academy,Nur.,8,M.G. Nagar beside of Moa Community hall Patna,800026,English,Unecognised,Private unaided,Affordable
Riva Convent High School,Nur.,8,"Bhoothnath Road Agamkuan K.Bagh, Patna",800026,English and Hindi,Unecognised,Private unaided,Low Cost
Sarswati Bal Vidya Mandir,Nur.,5,Chamanchak(Nandlal Chapra) P.O.- Kachuara R.K. Nagar,800026,English,Unecognised,Private unaided,Low Cost
Green Land Public School,Nur.,5,"Khemichak Shiv Nmagar P.O.- Subhash Nagar, P.S.- Sampatchak Patna",800026,Hindi,Unecognised,Private unaided,Low Cost
P.C. Academy,Nur.,3,New Bypass Khemnichak West Luxmi Nagar R.K.Nagar,800026,English and Hindi,Unecognised,Private unaided,Low Cost
ST. Poul Public School,Nur.,7,Adarsh Colony Khemnichak Patna,800026,English and Hindi,Unecognised,Private unaided,Low Cost
Adarsh Central School,Nur.,10,Adarsh Colony new Brahampur Road No.- 1 R.K.Nagar,800026,English and Hindi,Unecognised,Private unaided,Low Cost
Meridian Convent High School,Nur.,10,Bhoothnath Road Ram Krishna Nagar Patna,800026,English,Unecognised,Private unaided,Affordable
G.S.Public School,Nur.,5,B.H.Coloney Patna,800026,English,Unecognised,Private unaided,Low Cost
B.D. High School,Nur.,8,Kumharar Khas Patna,800026,English,Unecognised,Private unaided,Low Cost
Vidya Vihar High School,Nur.,10,Shikshak Coloney Kumharar Patna,800026,English,Unecognised,Private unaided,Affordable
Blooming Rose Public School,Nur.,8,Maurya Bihar Transport Nagar Patna,800026,English,Unecognised,Private unaided,Affordable
Residential Patna Public School,Nur.,8,Shikshak Coloney Kumharar Patna,800026,English,Unecognised,Private unaided,Low Cost
Savitri Niketan,Nur.,8,Thakurbari Road Savitri Lane Kumharar Patna,800026,English,Unecognised,Private unaided,Low Cost
R.B.S. Residential Public School,Nur.,5,Chanakya Nagar Kumrahar Patna,800026,English,Unecognised,Private unaided,Low Cost
Sun Rise Shishu Vidya Mandir,Nur.,7,Chanakya Nagar Kumrahar Patna,800026,English,Unecognised,Private unaided,Low Cost
Sidhartha International School,Nur.,5,"N/22, Professor Coloney Chitragupt Nagar K.Bagh Patna",800020,English,Unecognised,Private unaided,Affordable
Morning Star School,Nur.,5,New Chitragupt Nagar K.Bagh Patna,800020,English,Unecognised,Private unaided,Affordable
New Cambridge  School,Nur.,5,Mahadeo Maket Mini Chitrgupt Nagar,800020,English,Unecognised,Private unaided,Low Cost
New Cambridge  School,Nur.,5,"Adarsh Coloney Road No.- 1, Near Bramhpur Khemnichak Patna",800027,English,Unecognised,Private unaided,Low Cost
Sri Gita Prasad Singh High School,Nur.,8,South of Chitragupt Nagar K.Bagh Patna,800020,English and Hindi,Unecognised,Private unaided,Low Cost
Gulab Smirti Adunik Pathshala,1,6,South of Chitragupt Nagar K.Bagh Patna,800020,Hindi,Unecognised,Private unaided,Low Cost
A.G.P. Convent,Nur.,6,"Dhananjay Housing Co-Operative Society Road No.- 3A, Dwarikapuri Hanuman Nagar K.Bagh Patna",800020,English,Unecognised,Private unaided,Low Cost
Pa,Nur.,5,Ray Hasanpur Chai Tola Bhikna Pahari Patna,800004,English and Hindi,Unecognised,Private unaided,Low Cost
Royal Public School,Nur.,6,Gandhi Chok Mahavir Lane Mahendru Patna,800006,English and Hindi,Unecognised,Private unaided,Low Cost
Heaven's Garden Academy,Nur.,3,Kasturba Nagar Patna ,800006,English and Hindi,Unecognised,Private unaided,Low Cost
ST. Andrew'sSchool,Nur.,5,Vachaspati Nagar P.O. Mahendru Patna,800005,English and Hindi,Unecognised,Private unaided,Low Cost
Kushwaha Madhya Vidyalay,Nur.,5,"Mushallapur Hat, Patna",800006,English,Unecognised,Private unaided,Low Cost
Nalanda English Academy,Nur.,8,Professor Coloney Shahganj,800006,English,Unecognised,Private unaided,Low Cost
Kaushiki High School,Nur.,10,Saketpuri Bazar Samiti Patna,800016,English,Unecognised,Private unaided,Low Cost
Annie Basant Public School,Nur.,6,PG Line Road Sipara,800020,English,Unecognised,Private unaided,Low Cost
Mother India Mission School,Nur.,7,Asiana Digha Road Patna,800011,English,Unecognised,Private unaided,Low Cost
Zee School,Nur.,5,Asiana Digha Road Patna,800011,English,Unecognised,Private unaided,
Earth Public School,Nur.,4,Adarsh Coloney west Patel Nagar,800024,English,Unecognised,Private unaided,Low Cost
Academy of Infant Jeys ,Nur.,3,Bhagwat Nagar Kumharar Patna,800026,English,Unecognised,Private unaided,Low Cost
Kids Care School,Nur.,3,"Adarsh Coloney Road No.- 1, Khemnichak Patna",800026,English,Unecognised,Private unaided,Low Cost
Bright Land English School,Nur.,7,Maa Sarda Complex Khemnichak ,800027,English and Hindi,Unecognised,Private unaided,Low Cost
Gyan Peeth Public School,Nur.,10,Mangal Chowk Khemni Chak Patna,800027,English and Hindi,Unecognised,Private unaided,Low Cost
P.C. Academy,Nur.,10,Mathura Singh Market Khemnichak,800027,English and Hindi,Unecognised,Private unaided,Low Cost
Residential Buddha Central School,Nur.,9,Khemnichak P.O.- New Jaganpura P.S.- Ram Krishna Nagar,800026,English,Unecognised,Private unaided,Low Cost
J.D. Kids Academy,Nur.,4,Naya Chak Manohar Nagar Ram Krishna Nagar,800026,English,Unecognised,Private unaided,Low Cost
Antar Joyti Balika Vidyalay(Blind School),Nur.,10,Kumharar near Pankhshil High School,800026,English and Hindi,Unecognised,Private unaided,Low Cost
Alokit Public School,Nur.,10,Shrishti Bihar Coloney Bhagwat Nagar Kumhrar,800026,English,Unecognised,Private unaided,Higher Cost
